id,gesture,raw_ax,raw_ay,raw_az,pitch,roll
8,A,-0.02307224,0.0008230209,9.739409,-0.006241221,0.9588296
8,A,-0.05419689,-0.0326958,9.792082,0.3168641,-0.09685129
8,A,-0.06377369,-0.03509,9.739409,0.8014213,-1.041751
9,A,1.324863,6.429255,11.27409,-0.4290048,1.67453
9,A,-0.1260229,-0.05424359,9.610123,0.1134176,0.7571275
9,A,-0.04462007,-0.09255083,9.801659,0.2336317,-0.3221873
9,A,0.0463596,-0.09494503,9.763351,-0.773848,-0.7881644
9,A,0.01044658,-0.006359577,9.808841,-0.01751274,0.01485849
9,A,-0.02546647,-0.01833057,9.799264,0.8814875,-0.6442771
9,A,-0.05419689,-0.1021276,9.753775,-0.5551313,-0.5254158
9,A,-0.03983167,-0.05663779,9.806447,0.5237762,-0.2565195
9,A,-0.02786067,-0.07579142,9.830389,-0.4707754,-0.7673951
9,A,-0.04462007,-0.09255083,9.717861,0.5822631,-0.4460981
9,A,0.00326395,-0.05424359,9.820812,-0.5004099,-0.211411
9,A,-0.02786067,-0.02311897,9.844754,0.5998774,-0.08177187
9,A,-0.01349545,-0.0422726,9.770534,-0.4688092,-0.418202
9,A,-0.06137949,-0.08057981,9.667583,0.6223443,-0.4950799
9,A,-0.05659109,-0.01593637,9.78011,-0.0296113,0.4062022
9,A,-0.04701427,-0.02790737,9.67716,0.498847,-0.5704869
9,A,-0.07095629,0.0008230209,9.67716,0.347692,0.5358221
9,A,-0.09489831,-0.003965378,9.830389,0.7280063,-0.4950665
9,A,-0.006312847,-0.07339722,9.741803,-0.3768187,-0.3921085
9,A,-0.06137949,-0.0374842,9.744198,0.7032866,-0.1393655
9,A,-0.04222587,-0.04945519,9.787293,-0.3553419,-0.4874024
9,A,-0.01588964,-0.02072477,9.772928,0.4949163,0.2089576
9,A,-0.05180266,-0.02072477,9.734621,-0.05548801,-0.7484188
9,A,-0.02067804,0.1229273,9.78011,0.0759976,0.3547687
9,A,-0.06856209,-0.1548001,9.844754,0.3528574,-0.7253573
9,A,-0.06616789,0.0008230209,9.734621,0.4081073,0.3748516
9,A,-0.03983167,-0.05663779,9.746592,0.1420249,-0.7020379
9,A,-0.02546647,-0.06382042,9.729833,0.1706393,0.4044754
9,A,-0.008707047,-0.1643769,9.667583,0.07331479,-0.7010523
9,A,-0.06856209,-0.09015663,9.820812,1.026848,-0.1594187
9,A,-0.03743747,-0.0326958,9.813629,-0.1069166,-0.1698542
