id,gesture,raw_ax,raw_ay,raw_az,pitch,roll
0,A,-0.185878,-0.4995651,11.09453,0.2638583,-0.851612
0,A,0.00326395,-0.02311897,9.847148,-0.1435671,0.1852386
0,A,-0.1044751,-0.0422726,9.818418,0.8142543,-0.3673989
0,A,-0.01828384,-0.02790737,9.739409,-0.253656,-0.06160433
0,A,0.008052379,0.01997665,9.760957,0.5854558,0.6704392
0,A,-0.04940846,0.0008230209,9.799264,0.1340107,-0.3388931
0,A,-0.06856209,-0.05663779,9.756168,1.241878,-0.3129027
0,A,-0.06377369,-0.0303016,9.878273,0.1451289,-0.1403103
0,A,-0.003918648,-0.06860882,9.744198,-0.3233291,-1.152419
0,A,-0.01828384,-0.02790737,9.679554,0.1159816,-0.1396559
0,A,-0.02067804,-0.02072477,9.820812,0.3822945,0.9372667
0,A,-0.01110125,-0.06621462,9.753775,0.1248664,-0.1392798
0,A,0.000869751,0.008005649,9.746592,-0.5143137,0.7791512
0,A,-0.04940846,-0.06621462,9.825601,0.1525047,-0.186433
0,A,-0.06137949,-0.0422726,9.727438,1.214874,-0.5014122
0,A,0.02481177,-0.01593637,9.708284,0.151971,-0.1806707
0,A,-0.001524448,-0.001571178,9.710679,-0.5203478,0.627158
0,A,-0.03983167,-0.0398784,9.765745,0.2074679,-0.2008446
0,A,-0.09010991,-0.06142622,9.665189,1.195482,-0.6923347
0,A,-0.05180266,-0.0446668,9.837571,0.1969137,-0.2101033
0,A,-0.06616789,-0.1117044,9.75138,0.6374127,-1.234059
0,A,-0.04940846,0.01758245,9.679554,0.3621241,-0.164258
0,A,-0.04940846,-0.06382042,9.811235,-0.005054604,-1.205455
0,A,-0.001524448,-0.001571178,9.727438,0.009172176,-0.0944929
0,A,-0.04701427,-0.0398784,9.825601,1.001873,-0.6101019
0,A,0.008052379,0.00321725,9.851936,0.05892171,-0.04488053
0,A,-0.01828384,-0.05424359,9.672372,0.2696798,-1.203038
0,A,-0.05419689,-0.0303016,9.758563,0.3214302,-0.09513133
0,A,-0.04701427,-0.06382042,9.72265,0.148869,-1.120326
0,A,0.01284078,-0.02551317,9.784899,-0.1205633,-0.02099652
0,A,-0.008707047,-0.07100302,9.847148,0.2625571,-0.9707783
1,A,0.6664578,-4.057349,9.823206,0.03952363,-0.876704
1,A,0.02720597,-0.0398784,9.658007,-0.3021734,0.2128125
1,A,-0.04940846,-0.03509,9.866302,0.5500271,-0.3912269
1,A,-0.07574469,-0.03509,9.784899,-0.001268789,0.5641726
1,A,-0.1044751,-0.04945519,9.787293,0.642151,-0.3357193
1,A,-0.008707047,-0.1500117,9.782505,-0.1787775,-1.085953
1,A,-0.03983167,-0.07339722,9.727438,0.3820086,-0.2037635
1,A,-0.05180266,-0.01354218,9.703496,-0.1964957,0.734936
1,A,-0.04462007,-0.06860882,9.84236,0.2193934,-0.2952866
1,A,0.01523498,-0.06860882,9.782505,-0.8249816,-0.6549856
1,A,-0.01588964,-0.07818562,9.813629,0.1981802,-0.4314403
1,A,0.02241757,0.1229273,9.64843,-0.1067719,0.6283779
1,A,-0.05898529,0.1301099,9.746592,0.9538418,0.9485304
1,A,0.01044658,-0.1571943,9.698708,0.4266376,-0.02549376
1,A,0.01284078,-0.04945519,9.72265,-0.4970947,-0.5167842
1,A,-0.01828384,0.1181389,9.789687,-0.005174937,0.4719113
1,A,-0.03025487,-0.1643769,9.701102,0.137015,-0.6234782
1,A,-0.04462007,-0.02072477,9.799264,0.4028014,0.4527864
1,A,-0.09250411,-0.07339722,9.902215,0.567488,-0.6471989
1,A,-0.06137949,-0.047061,9.686737,0.03310667,0.319734
1,A,-0.07095629,-0.006359577,9.698708,0.8472151,-0.4331915
1,A,-0.04701427,-0.0326958,9.748986,-0.1711933,-0.0004914787
1,A,0.039177,-0.06621462,9.720256,-0.343012,-1.103711
1,A,0.02002337,-0.05903199,9.681949,0.07064488,0.2913321
1,A,-0.08292728,-0.1667711,9.832783,0.4186005,-0.7602221
1,A,0.01284078,-0.06382042,9.784899,-0.4524917,-0.07301414
1,A,-0.08053308,-0.05184939,9.737015,0.5652225,-0.3242329
1,A,-0.05419689,-0.05663779,9.799264,-0.5352962,-0.3539859
1,A,-0.03025487,-0.0422726,9.658007,0.5619943,-0.1946527
1,A,-0.04462007,-0.05184939,9.784899,-0.4773868,-0.5701643
1,A,-0.02546647,-0.05184939,9.866302,0.4875718,-0.1541278
1,A,-0.04462007,-0.05424359,9.715467,-0.3941269,-0.8069969
1,A,-0.03025487,-0.05663779,9.734621,0.4596182,-0.100539
1,A,-0.08053308,-0.1117044,9.703496,0.4943449,-1.205231
1,A,0.03199437,-0.08057981,9.801659,-0.2170949,-0.4355852
1,A,-0.05898529,-0.03509,9.713073,0.7996337,-0.02118325
1,A,0.008052379,-0.06382042,9.806447,-0.2247997,-0.444845
1,A,-0.08771571,-0.0326958,9.839966,0.8234611,-0.07827199
1,A,0.02002337,-0.05424359,9.820812,-0.1922745,-0.3332521
1,A,-0.04462007,-0.02072477,9.772928,0.8095364,0.1331772
1,A,-0.03025487,-0.006359577,9.701102,-0.2582764,-0.1519873
1,A,-0.07095629,-0.06860882,9.787293,0.7724904,-0.5236061
1,A,-0.07335049,-0.02790737,9.734621,0.01770157,0.268728
2,A,-0.03983167,0.1875708,9.684342,-0.3373555,0.1799995
2,A,0.02002337,0.1037737,9.782505,0.1735152,1.181895
2,A,-0.05419689,0.04152447,9.765745,0.3375499,0.09012076
2,A,0.00326395,-0.01114798,9.758563,-0.6971438,-0.3561627
2,A,-0.01110125,-0.07339722,9.75138,0.4657557,-0.4698833
2,A,0.000869751,0.1229273,9.715467,0.05860682,0.5637285
2,A,0.0415712,-0.1284639,9.827994,-0.1883144,-0.5122091
2,A,0.02002337,-0.1284639,9.830389,0.1326544,-1.577332
2,A,-0.06856209,-0.0422726,9.811235,0.3517001,-0.494293
2,A,0.0487538,-0.05903199,9.818418,-0.7255166,-0.2391208
2,A,-0.01349545,-0.01114798,9.756168,0.3568485,-0.004372626
2,A,-0.09250411,-0.06860882,9.737015,0.8304728,-1.014909
2,A,-0.05180266,-0.01114798,9.813629,0.2939548,-0.04763198
2,A,-0.03025487,0.1109563,9.760957,0.111583,1.047063
2,A,-0.05659109,-0.05184939,9.839966,0.2913135,-0.04528357
2,A,-0.04940846,-0.05903199,9.79687,0.2867458,-1.160312
2,A,-0.03743747,-0.02790737,9.84236,0.2132996,-0.06530581
2,A,-0.02307224,-0.09015663,9.734621,0.0310589,-1.156037
2,A,0.03438857,-0.01354218,9.811235,-0.2760688,0.2724337
2,A,-0.04462007,-0.06142622,9.63167,0.4003387,-0.5215388
2,A,0.000869751,-0.07100302,9.770534,-0.6634403,-0.2418072
2,A,-0.07574469,-0.02311897,9.827994,0.4446172,-0.1351369
2,A,-0.02786067,0.01039985,9.811235,-0.4613297,0.4938046
2,A,-0.01110125,-0.0422726,9.748986,0.1474279,-0.3598423
2,A,-0.09010991,-0.02072477,9.827994,1.07986,0.2315289
2,A,-0.07813889,-0.0326958,9.801659,0.1660145,-0.3882815
2,A,-0.001524448,-0.02790737,9.75138,-0.4666103,0.5219936
2,A,-0.09489831,-0.02311897,9.710679,0.4771831,-0.07766783
2,A,0.00326395,-0.006359577,9.638853,-0.6150708,0.01644762
2,A,-0.04222587,-0.0326958,9.72265,0.522783,-0.2444263
2,A,-0.04940846,-0.06860882,9.866302,-0.4628432,-0.7954463
3,A,-0.3007997,-0.4540753,5.975724,0.4507816,-0.6082862
3,A,-0.06377369,-0.02551317,9.926157,0.2594929,0.4456337
3,A,-0.08292728,-0.01593637,9.770534,0.6634902,-0.5244774
3,A,-0.008707047,-0.06621462,9.789687,-0.4072213,-0.2809253
3,A,0.008052379,-0.08297403,9.727438,0.5511208,-0.83587
3,A,0.01523498,-0.07100302,9.816024,-0.3732389,-0.2264059
3,A,-0.03264907,-0.1188871,9.784899,0.4319699,-0.8985187
3,A,-0.001524448,-0.06382042,9.87109,-0.2559415,-0.03984614
3,A,0.01284078,-0.05903199,9.746592,0.304802,-0.9940057
3,A,0.01523498,-0.0446668,9.763351,-0.2250037,-0.01806143
3,A,-0.01588964,-0.0374842,9.827994,0.6614552,-0.5747047
3,A,-0.04701427,-0.02551317,9.715467,-0.07903116,0.2433559
3,A,-0.01110125,-0.05184939,9.770534,0.2020831,-0.8275879
3,A,-0.03504327,-0.08057981,9.76814,0.2159853,0.6280246
3,A,0.02002337,-0.05424359,9.875878,-0.134084,-0.3615719
3,A,-0.01349545,-0.05903199,9.758563,0.9656767,-0.2837059
3,A,0.01523498,-0.05903199,9.789687,-0.1406387,-0.3469999
3,A,-0.02067804,-0.0398784,9.76814,0.875392,0.08969244
3,A,-0.01828384,-0.0398784,9.758563,-0.09041443,-0.3167403
3,A,-0.02546647,-0.08057981,9.813629,0.8326214,-0.910519
3,A,-0.06616789,-0.05903199,9.758563,0.1453975,-0.03688836
3,A,-0.04222587,0.01039985,9.756168,0.9449789,0.7294435
3,A,-0.03983167,-0.1452233,9.823206,0.5149823,-0.2296144
3,A,-0.03025487,-0.01114798,9.758563,-0.472124,0.2498186
3,A,0.02960017,-0.06860882,9.837571,-0.01149823,-0.7553166
3,A,0.0463596,0.03913027,9.753775,-0.2965894,0.3179496
3,A,-0.01588964,0.00321725,9.794476,0.5402381,-0.3191433
3,A,-0.09489831,-0.04945519,9.713073,1.182859,0.5794652
3,A,-0.03743747,-0.07818562,9.734621,0.4335188,-0.2301756
3,A,-0.01110125,-0.0326958,9.763351,-0.6672421,-0.109216
3,A,-0.03025487,-0.01354218,9.705891,0.362683,-0.05478671
3,A,-0.05180266,0.07983169,9.689131,0.2172839,1.075589
4,A,-0.07095629,-0.01114798,10.01235,0.596719,0.2256562
4,A,0.008052379,-0.08776243,9.84236,-0.1262882,-0.6020529
4,A,-0.03025487,-0.09015663,9.837571,0.9530543,-0.3268515
4,A,-0.04940846,-0.0446668,9.715467,-0.1446802,-0.2224389
4,A,-0.02546647,-0.0398784,9.844754,0.9615861,-0.2572456
4,A,-0.01349545,-0.06621462,9.835177,-0.1358848,-0.4156447
4,A,-0.02546647,-0.0303016,9.696314,0.7240536,0.2955912
4,A,-0.06856209,-0.06382042,9.746592,0.2475602,-0.6965209
4,A,0.008052379,-0.0446668,9.804052,-0.3756149,0.2257368
4,A,-0.02307224,-0.09733923,9.78011,0.2198282,-0.701974
4,A,0.03438857,-0.06142622,9.804052,-0.915673,0.225085
4,A,-0.01349545,-0.07339722,9.78011,0.006103618,-0.3800746
4,A,-0.05180266,-0.02790737,9.756168,0.9030694,0.2709337
4,A,-0.006312847,-0.02072477,9.837571,-0.1066828,-0.1850976
4,A,-0.06616789,-0.03509,9.76814,1.008584,-0.2304721
4,A,-0.003918648,-0.02311897,9.78011,-0.08640538,-0.1228631
4,A,-0.01349545,-0.03509,9.808841,0.9149777,-0.6182981
4,A,-0.08292728,0.00321725,9.729833,0.3004259,0.3008356
4,A,-0.09010991,-0.0398784,9.744198,0.7124926,-0.6619112
4,A,-0.08292728,-0.08297403,9.782505,-0.1608502,0.01544345
4,A,-0.04222587,-0.06860882,9.830389,0.6171474,-0.7741732
4,A,-0.01828384,-0.01593637,9.799264,-0.04541553,0.1151887
4,A,-0.01588964,-0.07579142,9.775322,0.2242325,-0.9643882
4,A,-0.02067804,-0.04945519,9.789687,0.05929439,0.1248793
4,A,-0.04940846,-0.05184939,9.849543,0.5828836,-0.849414
4,A,-0.03983167,-0.0446668,9.746592,0.01836507,0.1059417
4,A,-0.008707047,-0.03509,9.844754,0.129558,-0.9396225
4,A,-0.05180266,-0.0303016,9.741803,0.3963771,0.1968485
4,A,-0.06377369,-0.08057981,9.715467,0.3601173,-0.8988269
4,A,-0.2002432,-0.02790737,9.748986,1.150011,-0.1200149
5,A,0.1181856,0.06307226,9.844754,-0.4974101,-0.5195675
5,A,-0.01110125,-0.06621462,9.770534,0.581652,-0.2630338
5,A,-0.02546647,-0.05424359,9.681949,-0.5272337,-0.4094195
5,A,-0.04940846,-0.05184939,9.794476,0.5633414,-0.2669027
5,A,-0.03264907,-0.08297403,9.725044,-0.3881775,-0.8390091
5,A,-0.04462007,-0.07339722,9.772928,0.549912,-0.2467797
5,A,-0.05898529,0.005611449,9.78011,-0.1080158,0.6563778
5,A,0.000869751,-0.0303016,9.739409,0.02534967,-0.4328873
5,A,-0.008707047,-0.0374842,9.835177,0.1568411,0.669567
5,A,0.00565815,-0.0326958,9.804052,-0.07579822,-0.4055279
5,A,-0.04940846,0.03673607,9.799264,0.488925,0.5567405
5,A,-0.03504327,-0.07100302,9.720256,0.1845243,-0.5017516
5,A,0.02481177,-0.047061,9.701102,-0.7329626,0.1220893
5,A,-0.02307224,-0.04945519,9.744198,0.2661617,-0.3475716
5,A,-0.03025487,-0.008753777,9.839966,-0.05503967,0.7235482
5,A,-0.01828384,-0.07818562,9.830389,0.08948426,-0.3570684
5,A,0.03438857,-0.02072477,9.760957,-0.7807947,0.3509031
5,A,-0.04462007,-0.05424359,9.727438,0.142179,-0.2369098
5,A,-0.03264907,0.005611449,9.78011,0.3350197,0.8761413
5,A,-0.04701427,-0.01114798,9.830389,0.2530995,-0.2046287
5,A,-0.04222587,-0.01833057,9.765745,0.1733963,0.9228739
6,A,-0.1355997,-7.605556,10.1153,0.14341,-1.840637
6,A,-0.006312847,-0.06142622,9.851936,0.07105637,-0.7904949
6,A,-0.03025487,-0.0446668,9.832783,0.2905921,0.3100703
6,A,-0.02786067,-0.008753777,9.794476,-0.07472744,-0.7254345
6,A,-0.197849,-0.05424359,9.880668,0.9782741,-0.3710192
6,A,0.02002337,-0.01354218,9.696314,-0.08608301,-0.08773941
6,A,0.008052379,-0.06142622,9.693919,0.06525692,-1.19357
6,A,0.08466681,-0.05184939,9.784899,-0.5183672,-0.2600884
6,A,-0.03743747,-0.0422726,9.717861,0.592505,-0.2429653
6,A,-0.06137949,-0.05663779,9.770534,-0.4416592,-0.6380969
6,A,-0.08053308,-0.06382042,9.794476,0.6307404,-0.3262515
6,A,-0.07335049,-0.06382042,9.691525,-0.4324554,-0.6009404
6,A,-0.06137949,0.02715924,9.753775,0.3686245,0.1696776
6,A,-0.04462007,-0.06860882,9.6604,0.1756765,-0.9159051
6,A,0.039177,-0.02072477,9.756168,-0.3320256,0.08520048
6,A,-0.06377369,-0.0303016,9.792082,0.6976779,-0.2951522
6,A,-0.03743747,-0.05903199,9.76814,-0.4022327,-0.4095898
6,A,-0.07813889,-0.01593637,9.732226,0.6374376,-0.02203634
6,A,-0.02067804,-0.07339722,9.770534,-0.2436653,-0.7028299
6,A,0.01523498,-0.1117044,9.770534,0.7933149,-0.3561326
6,A,-0.04222587,0.005611449,9.701102,-0.1291604,0.3152189
7,A,-0.1236287,-5.505841,10.04587,-0.4057728,-1.071442
7,A,-0.02786067,-0.05663779,9.868696,0.2244519,-0.243104
7,A,0.02720597,-0.07579142,9.720256,-0.7604385,-0.7621794
7,A,-0.02786067,-0.02790737,9.746592,0.1762419,-0.1544045
7,A,-0.06616789,-0.05184939,9.782505,1.07272,-0.789439
7,A,-0.04462007,-0.06621462,9.739409,0.083512,-0.2978411
7,A,-0.008707047,-0.07579142,9.593363,-0.1370443,-1.381421
7,A,-0.09010991,-0.07100302,9.76814,0.4997926,-0.4598137
7,A,-0.01110125,-0.01354218,9.787293,-0.3261439,0.2660192
7,A,-0.04222587,-0.05903199,9.763351,0.4306628,-0.5418089
7,A,-0.06377369,-0.06382042,9.820812,0.06836,0.5086397
7,A,-0.03504327,-0.0374842,9.782505,0.278411,-0.587605
7,A,0.000869751,-0.05903199,9.744198,-0.5587432,0.1259838
7,A,-0.02546647,-0.09015663,9.75138,0.2552643,-0.6182484
7,A,0.02481177,-0.01114798,9.737015,-0.6059423,0.5708129
7,A,0.01044658,-0.02551317,9.684342,0.05596204,-0.3111226
7,A,-0.006312847,-0.01593637,9.859119,-0.07015443,0.8153769
8,A,0.4007014,-6.125939,10.26613,0.8773726,-1.322201
8,A,-0.07095629,-0.106916,9.737015,0.2882115,-0.4405288
8,A,0.01284078,-0.05424359,9.76814,-0.7676582,-0.08512545
8,A,-0.05419689,-0.008753777,9.739409,0.3386544,-0.05259544
8,A,-0.02307224,-0.0374842,9.729833,-0.5204144,-0.7639729
8,A,-0.02307224,-0.01354218,9.952494,0.2386782,0.03187038
8,A,-0.003918648,-0.07339722,9.741803,-0.2280476,-0.971497
8,A,-0.001524448,-0.08057981,9.758563,0.246455,0.03071048
8,A,0.00565815,-0.0374842,9.739409,-0.5830138,-0.718146
8,A,-0.01588964,-0.0398784,9.789687,0.3124067,-0.07478029
8,A,-0.01588964,-0.08776243,9.763351,-0.3349677,-1.370058
8,A,-0.01349545,-0.0326958,9.674766,0.03715055,-0.3246782
8,A,-0.01349545,-0.05903199,9.777717,1.028074,-0.8236931
8,A,-0.02067804,-0.02072477,9.909398,0.1579109,-0.1418307
